s	external_id	project	continental_pop	subpop	gvcf	cram	crai	realign_cram	realign_crai	batch	operation	flowcell_lane	library_id	platform	centre	r_contamination	r_chimera	r_duplication	median_insert_size	fam_id	mat_id	sex	original_gvcf	pat_id
HG03794	HG03794	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03794.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03794/analysis/HG03794.haplotypeCalls.er.raw.vcf.gz	-
HG03795	HG03795	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03795.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03795/analysis/HG03795.haplotypeCalls.er.raw.vcf.gz	-
HG03797	HG03797	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03797.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03797/analysis/HG03797.haplotypeCalls.er.raw.vcf.gz	-
HG03798	HG03798	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03798.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03798/analysis/HG03798.haplotypeCalls.er.raw.vcf.gz	-
HG03799	HG03799	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03799.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03799/analysis/HG03799.haplotypeCalls.er.raw.vcf.gz	-
HG03801	HG03801	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03801.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03801/analysis/HG03801.haplotypeCalls.er.raw.vcf.gz	-
HG03804	HG03804	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03804.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03804/analysis/HG03804.haplotypeCalls.er.raw.vcf.gz	-
HG03806	HG03806	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03806.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03806/analysis/HG03806.haplotypeCalls.er.raw.vcf.gz	-
HG03807	HG03807	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03807.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03807/analysis/HG03807.haplotypeCalls.er.raw.vcf.gz	-
HG03816	HG03816	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03816.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03816/analysis/HG03816.haplotypeCalls.er.raw.vcf.gz	-
HG03825	HG03825	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03825.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03825/analysis/HG03825.haplotypeCalls.er.raw.vcf.gz	-
HG03831	HG03831	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03831.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03831/analysis/HG03831.haplotypeCalls.er.raw.vcf.gz	-
HG03834	HG03834	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03834.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03834/analysis/HG03834.haplotypeCalls.er.raw.vcf.gz	-
HG03904	HG03904	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03904.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03904/analysis/HG03904.haplotypeCalls.er.raw.vcf.gz	-
HG03906	HG03906	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03906.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03906/analysis/HG03906.haplotypeCalls.er.raw.vcf.gz	-
HG03909	HG03909	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03909.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03909/analysis/HG03909.haplotypeCalls.er.raw.vcf.gz	-
HG03915	HG03915	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03915.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03915/analysis/HG03915.haplotypeCalls.er.raw.vcf.gz	-
HG03927	HG03927	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03927.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03927/analysis/HG03927.haplotypeCalls.er.raw.vcf.gz	-
HG03929	HG03929	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03929.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03929/analysis/HG03929.haplotypeCalls.er.raw.vcf.gz	-
HG03930	HG03930	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03930.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03930/analysis/HG03930.haplotypeCalls.er.raw.vcf.gz	-
HG03942	HG03942	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03942.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03942/analysis/HG03942.haplotypeCalls.er.raw.vcf.gz	-
HG03992	HG03992	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG03992.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG03992/analysis/HG03992.haplotypeCalls.er.raw.vcf.gz	-
HG04036	HG04036	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04036.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04036/analysis/HG04036.haplotypeCalls.er.raw.vcf.gz	-
HG04115	HG04115	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04115.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04115/analysis/HG04115.haplotypeCalls.er.raw.vcf.gz	-
HG04122	HG04122	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04122.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04122/analysis/HG04122.haplotypeCalls.er.raw.vcf.gz	-
HG04127	HG04127	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04127.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04127/analysis/HG04127.haplotypeCalls.er.raw.vcf.gz	-
HG04132	HG04132	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04132.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04132/analysis/HG04132.haplotypeCalls.er.raw.vcf.gz	-
HG04133	HG04133	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04133.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04133/analysis/HG04133.haplotypeCalls.er.raw.vcf.gz	-
HG04135	HG04135	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04135.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04135/analysis/HG04135.haplotypeCalls.er.raw.vcf.gz	-
HG04136	HG04136	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04136.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04136/analysis/HG04136.haplotypeCalls.er.raw.vcf.gz	-
HG04142	HG04142	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04142.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04142/analysis/HG04142.haplotypeCalls.er.raw.vcf.gz	-
HG04147	HG04147	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04147.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04147/analysis/HG04147.haplotypeCalls.er.raw.vcf.gz	-
HG04148	HG04148	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04148.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04148/analysis/HG04148.haplotypeCalls.er.raw.vcf.gz	-
HG04149	HG04149	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04149.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04149/analysis/HG04149.haplotypeCalls.er.raw.vcf.gz	-
HG04150	HG04150	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04150.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04150/analysis/HG04150.haplotypeCalls.er.raw.vcf.gz	-
HG04151	HG04151	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04151.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04151/analysis/HG04151.haplotypeCalls.er.raw.vcf.gz	-
HG04157	HG04157	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04157.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04157/analysis/HG04157.haplotypeCalls.er.raw.vcf.gz	-
HG04160	HG04160	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04160.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04160/analysis/HG04160.haplotypeCalls.er.raw.vcf.gz	-
HG04174	HG04174	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04174.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04174/analysis/HG04174.haplotypeCalls.er.raw.vcf.gz	-
HG04175	HG04175	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04175.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04175/analysis/HG04175.haplotypeCalls.er.raw.vcf.gz	-
HG04184	HG04184	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04184.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04184/analysis/HG04184.haplotypeCalls.er.raw.vcf.gz	-
HG04187	HG04187	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04187.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04187/analysis/HG04187.haplotypeCalls.er.raw.vcf.gz	-
HG04191	HG04191	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04191.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04191/analysis/HG04191.haplotypeCalls.er.raw.vcf.gz	-
HG04192	HG04192	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04192.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04192/analysis/HG04192.haplotypeCalls.er.raw.vcf.gz	-
HG04193	HG04193	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04193.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04193/analysis/HG04193.haplotypeCalls.er.raw.vcf.gz	-
HG04199	HG04199	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04199.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04199/analysis/HG04199.haplotypeCalls.er.raw.vcf.gz	-
HG04204	HG04204	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04204.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04204/analysis/HG04204.haplotypeCalls.er.raw.vcf.gz	-
HG04215	HG04215	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04215.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04215/analysis/HG04215.haplotypeCalls.er.raw.vcf.gz	-
HG04217	HG04217	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04217.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04217/analysis/HG04217.haplotypeCalls.er.raw.vcf.gz	-
HG04228	HG04228	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG04228.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG04228/analysis/HG04228.haplotypeCalls.er.raw.vcf.gz	-
NA06991	NA06991	thousand-genomes	ceu	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA06991.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	1341	NA06985	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_NA06991/analysis/NA06991.haplotypeCalls.er.raw.vcf.gz	NA06993
NA06993	NA06993	thousand-genomes	ceu	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA06993.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	1341	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_NA06993/analysis/NA06993.haplotypeCalls.er.raw.vcf.gz	0
NA06995	NA06995	thousand-genomes	ceu	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA06995.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	13291	NA07037	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_NA06995/analysis/NA06995.haplotypeCalls.er.raw.vcf.gz	NA07435
NA06997	NA06997	thousand-genomes	ceu	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA06997.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	13291	NA07045	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_NA06997/analysis/NA06997.haplotypeCalls.er.raw.vcf.gz	NA06986
NA07014	NA07014	thousand-genomes	ceu	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA07014.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	13292	NA07031	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_NA07014/analysis/NA07014.haplotypeCalls.er.raw.vcf.gz	NA07051
NA07019	NA07019	thousand-genomes	ceu	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA07019.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	1340	NA07056	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_NA07019/analysis/NA07019.haplotypeCalls.er.raw.vcf.gz	NA07022
